Project Code,Database,Dealer,Cloud Partner,Training Provided,tenure,Recently updated,Catalog Type,Region,Licence Security,Catalog Locking,Licence Protection,TechSupport,Cloud Pulished,GSV added,Contract,PaperlessBilling,PaymentMethod,MonthlyHours,TotalHours,Churn
9985-MWVIX,DFM,0,No,No,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Mailed check,70.15,70.15,Yes
4583-PARNH,Common,1,Yes,No,16,Yes,Cabinetry,North America,No,No,Yes,Yes,No,Yes,T&M,Yes,Electronic check,91.55,1540.05,No
1116-FRYVH,DFM,0,Yes,Yes,48,No,Countertop,ROAP,Yes,Yes,No,Yes,No,No,Fixed Price,No,Mailed check,39.4,1978.65,No
1421-HCERK,Common,1,Yes,No,30,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,No,T&M,Yes,Bank transfer (automatic),105.7,3181.8,No
9633-XQABV,DFM,0,No,No,3,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.25,229.7,No
0716-BQNDX,Common,1,No,No,57,Yes,Appliance,North America,Yes,No,No,Yes,No,Yes,Fixed Price,No,Electronic check,93.75,5625.55,No
1265-XTECC,DFM,1,Yes,No,68,Yes,Appliance,North America,Yes,Yes,No,No,No,Yes,AMC,Yes,Credit card (automatic),96.55,6581.9,Yes
1183-CANVH,DFM,0,Yes,No,23,Yes,Cabinetry,ROAP,No,No,No,Yes,Yes,No,AMC,No,Bank transfer (automatic),60,1347.15,No
1972-XMUWV,DFM,0,Yes,No,65,Yes,Cabinetry,ROAP,No,No,No,Yes,Yes,No,Fixed Price,Yes,Credit card (automatic),59.8,3808.2,No
8679-LZBMD,Common,0,Yes,No,44,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),90.65,3974.15,No
3407-JMJQQ,DFM,0,Yes,Yes,71,Yes,Appliance,North America,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),109,7661.8,No
6252-DFGTK,DFM,0,Yes,No,37,Yes,Appliance,ROAP,Yes,No,Yes,Yes,No,No,AMC,No,Credit card (automatic),68.1,2479.25,No
1539-LNKHM,DFM,0,No,No,12,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.4,266.6,No
8645-KOMJQ,Common,0,Yes,Yes,69,Yes,Appliance,ROAP,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),81.95,5601.4,No
0289-IVARM,DFM,0,No,No,35,Yes,Cabinetry,ROAP,Yes,Yes,Yes,No,No,No,T&M,No,Electronic check,60.55,1982.6,No
9761-XUJWD,Common,0,No,No,5,Yes,Cabinetry,ROAP,No,Yes,No,Yes,No,Yes,T&M,Yes,Bank transfer (automatic),65.6,339.9,No
4057-FKCZK,Common,0,Yes,Yes,58,Yes,Appliance,North America,No,No,No,No,Yes,No,Fixed Price,No,Bank transfer (automatic),82.5,4828.05,No
4291-TPNFG,Common,0,Yes,No,72,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,Yes,Bank transfer (automatic),82.3,5980.55,No
6087-YPWHO,Common,0,Yes,No,72,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,No,No,Fixed Price,No,Mailed check,68.15,4808.7,No
3090-QFUVD,DFM,0,No,No,1,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Credit card (automatic),20.3,20.3,No
2237-ZFSMY,DFM,0,No,No,39,Yes,Cabinetry,North America,Yes,No,Yes,Yes,Yes,No,AMC,Yes,Electronic check,95.55,3692.85,Yes
1722-LDZJS,Common,0,Yes,Yes,53,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),20.2,1068.15,No
1818-ESQMW,DFM,0,No,No,27,Yes,Cabinetry,North America,No,No,Yes,Yes,No,Yes,T&M,Yes,Electronic check,89.2,2383.6,No
4871-JTKJF,DFM,1,No,No,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,69.65,69.65,Yes
1415-YFWLT,DFM,1,No,No,1,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,89.3,89.3,Yes
7401-RUBNK,DFM,0,Yes,No,18,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,No,Electronic check,74.8,1438.05,No
0506-YLVKJ,Common,0,Yes,Yes,46,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,20.2,917.45,No
8661-BOYNW,DFM,0,Yes,No,72,Yes,Appliance,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),84.4,6096.45,No
6711-VTNRE,DFM,0,No,No,36,Yes,Cabinetry,North America,No,No,Yes,Yes,No,Yes,T&M,Yes,Electronic check,87.55,3078.1,Yes
4815-GBTCD,DFM,0,Yes,No,4,No,Countertop,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,25.15,99.95,No
2805-AUFQN,DFM,0,No,No,25,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.8,475.2,No
0980-PVMRC,DFM,0,Yes,Yes,40,No,Countertop,ROAP,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,50.85,2036.55,No
7233-DRTRF,Common,0,Yes,No,63,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,T&M,Yes,Electronic check,102.4,6444.05,No
3500-RMZLT,DFM,1,No,No,15,Yes,Cabinetry,North America,Yes,No,Yes,Yes,No,Yes,T&M,Yes,Mailed check,96.3,1426.75,Yes
3873-NFTGI,Common,0,No,No,14,Yes,Appliance,ROAP,No,Yes,No,No,No,No,T&M,Yes,Credit card (automatic),55.5,767.55,No
1162-ECVII,Common,1,Yes,No,72,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Bank transfer (automatic),109.75,7932.5,No
7048-GXDAY,Common,0,No,No,39,Yes,Appliance,North America,Yes,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,106.4,4040.65,No
8571-ZCMCX,DFM,0,Yes,Yes,47,No,Countertop,ROAP,Yes,Yes,Yes,No,Yes,Yes,Fixed Price,Yes,Credit card (automatic),60,2768.65,No
1169-WCVAK,Common,0,Yes,No,19,Yes,Appliance,North America,Yes,Yes,No,Yes,No,No,T&M,Yes,Credit card (automatic),88.8,1672.35,No
4548-SDBKE,DFM,0,No,No,5,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,Yes,Electronic check,85.2,474.8,Yes
8066-POXGX,DFM,0,No,No,13,No,Countertop,ROAP,No,No,No,No,No,Yes,T&M,Yes,Electronic check,35.1,446.1,Yes
7129-CAKJW,DFM,0,No,No,17,Yes,Appliance,North America,No,No,Yes,No,No,No,T&M,No,Bank transfer (automatic),80.05,1345.65,No
8695-ARGXZ,Common,1,Yes,No,34,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,75.55,2425.4,No
3570-YUEKJ,DFM,0,No,No,42,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,Yes,Electronic check,49.55,2077.95,No
4143-OOBWZ,Common,0,Yes,No,5,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,81.3,416.3,Yes
1555-HAPSU,DFM,0,Yes,Yes,71,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),23.9,1663.5,No
1697-NVVGY,Common,1,Yes,No,19,Yes,Cabinetry,ROAP,Yes,No,Yes,No,Yes,No,T&M,No,Bank transfer (automatic),66.4,1286.05,No
7854-EKTJL,DFM,0,No,Yes,2,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Electronic check,19.6,35.85,Yes
8464-EETCQ,Common,0,No,No,57,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),18.8,1094.35,No
2419-FSORS,Common,0,Yes,No,72,Yes,Appliance,North America,No,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Electronic check,108.4,7719.5,No
8132-YPVBX,DFM,0,No,No,6,Yes,Cabinetry,North America,No,Yes,No,No,No,Yes,T&M,Yes,Mailed check,85.95,514.6,No
9102-IAYHT,DFM,0,Yes,Yes,17,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,85.45,1451.6,Yes
6754-LZUKA,Common,0,Yes,No,61,Yes,Appliance,ROAP,No,Yes,Yes,No,Yes,Yes,Fixed Price,No,Bank transfer (automatic),80.9,4932.5,No
3422-LYEPQ,Common,0,Yes,Yes,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,71,71,Yes
8099-MZPUJ,Common,0,Yes,Yes,48,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),111.8,5443.65,No
0787-LHDYT,Common,0,No,No,16,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Credit card (automatic),20.6,330.25,No
2642-DTVCO,Common,1,No,No,9,Yes,Appliance,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,85.05,746.5,Yes
0374-IOEGQ,DFM,0,No,No,3,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,No,Electronic check,44.6,122.7,No
4361-JEIVL,Common,0,No,Yes,1,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Electronic check,44.4,44.4,Yes
3197-NNYNB,Common,0,No,No,65,Yes,Appliance,North America,No,Yes,Yes,No,Yes,Yes,Fixed Price,No,Credit card (automatic),105.1,6631.85,No
3396-DKDEL,DFM,0,Yes,Yes,70,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),115.15,8250,No
1752-OZXFY,Common,0,Yes,No,60,Yes,Cabinetry,ROAP,Yes,No,No,No,Yes,No,AMC,Yes,Mailed check,59.8,3561.15,No
9066-QRSDU,DFM,0,Yes,No,69,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,Yes,Electronic check,26.3,1763.55,No
9112-WSNPU,DFM,1,No,No,35,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Electronic check,70.55,2419,No
9867-NNXLC,DFM,0,No,No,22,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.05,470.2,No
5321-NTRKC,Common,0,Yes,Yes,66,Yes,Appliance,ROAP,No,Yes,Yes,No,Yes,Yes,Fixed Price,No,Bank transfer (automatic),79.85,5234.95,No
1363-TXLSL,Common,1,Yes,No,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.3,70.3,Yes
9507-EXLTT,DFM,0,Yes,No,1,Yes,Cabinetry,North America,No,No,No,No,Yes,No,T&M,Yes,Bank transfer (automatic),79.35,79.35,Yes
3161-GETRM,Common,0,Yes,Yes,34,Yes,Appliance,North America,No,No,Yes,No,No,Yes,T&M,Yes,Credit card (automatic),90.05,3097,No
0402-OAMEN,DFM,0,Yes,Yes,72,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),24.45,1709.1,No
6933-VLYFX,Common,0,Yes,Yes,31,No,Countertop,ROAP,Yes,No,Yes,Yes,Yes,Yes,AMC,No,Electronic check,59.95,1848.8,No
6754-WKSHP,Common,0,No,Yes,30,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),25.35,723.3,No
9846-GKXAS,DFM,0,No,No,9,Yes,Cabinetry,North America,No,No,No,No,Yes,Yes,T&M,Yes,Bank transfer (automatic),90.8,809.75,Yes
6017-PPLPX,Common,0,Yes,Yes,20,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,70.45,1470.95,Yes
4976-LNFVV,Common,1,Yes,No,19,No,Countertop,ROAP,No,Yes,Yes,No,No,No,T&M,Yes,Credit card (automatic),34.3,577.15,No
5055-MGMGF,DFM,0,Yes,No,65,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,105.05,6914.95,No
4641-FROLU,DFM,0,Yes,Yes,30,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.3,602.9,No
2862-JVEOY,Common,0,No,No,6,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,19.15,124.4,No
2969-QWUBZ,DFM,0,No,No,2,No,Countertop,ROAP,No,Yes,No,No,Yes,Yes,T&M,No,Electronic check,51.4,96.8,No
9822-BIIGN,Common,0,Yes,Yes,53,Yes,Appliance,ROAP,Yes,No,No,Yes,No,Yes,T&M,No,Electronic check,71.85,3827.9,No
2077-MPJQO,Common,1,Yes,No,7,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,75.4,533.05,No
1534-OULXE,DFM,0,Yes,Yes,61,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,AMC,Yes,Bank transfer (automatic),49.7,2961.4,No
7136-RVDTZ,Common,1,No,No,70,No,Countertop,ROAP,No,No,No,No,Yes,Yes,AMC,Yes,Electronic check,45.25,3264.45,Yes
2971-SGAFL,DFM,0,No,No,13,Yes,Appliance,ROAP,Yes,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,78.75,995.35,No
1480-IVEVR,Common,1,Yes,No,35,Yes,Appliance,North America,No,No,Yes,No,No,No,AMC,Yes,Bank transfer (automatic),81.6,2815.25,No
2905-KFQUV,DFM,0,Yes,No,2,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Credit card (automatic),70.4,154.8,No
4581-SSPWD,DFM,0,No,No,3,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,75.8,246.3,Yes
3370-HXOPH,DFM,0,No,No,3,Yes,Appliance,North America,No,No,No,No,No,No,T&M,No,Electronic check,76.1,257.6,No
9391-YZEJW,DFM,0,No,No,62,Yes,Appliance,North America,No,No,No,No,Yes,Yes,AMC,Yes,Bank transfer (automatic),94,5757.2,No
9958-MEKUC,Common,0,Yes,Yes,72,Yes,Appliance,North America,Yes,Yes,Yes,Yes,No,Yes,Fixed Price,No,Credit card (automatic),103.95,7517.7,No
0281-CNTZX,Common,0,Yes,No,63,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),19.95,1234.8,No
6927-WTFIV,Common,1,No,No,20,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Credit card (automatic),71.3,1389.2,Yes
4118-CEVPF,DFM,1,No,No,35,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),110.8,3836.3,No
3398-ZOUAA,Common,1,Yes,No,21,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,69.1,1474.75,Yes
9114-VEPUF,Common,0,Yes,No,62,Yes,Appliance,North America,Yes,Yes,No,No,No,Yes,AMC,No,Electronic check,96.1,6001.45,No
7876-BEUTG,DFM,0,No,No,15,Yes,Appliance,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,48.8,720.1,No
2338-BQEZT,DFM,0,No,No,55,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Credit card (automatic),50.55,2832.75,No
9873-MNDKV,DFM,0,No,No,11,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,44.65,472.25,No
0378-NHQXU,DFM,0,Yes,Yes,17,Yes,Appliance,North America,No,No,Yes,No,Yes,No,T&M,No,Electronic check,88.25,1460.65,Yes
8241-JUIQO,DFM,0,No,No,61,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Bank transfer (automatic),19.45,1336.35,No
2194-IIQOF,DFM,0,Yes,No,71,Yes,Appliance,ROAP,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,No,Credit card (automatic),89.3,6388.65,No
4512-ZUIYL,DFM,0,No,No,2,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Bank transfer (automatic),70,153.05,Yes
9631-RXVJM,Common,0,No,No,35,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.25,677.9,No
9584-EXCDZ,DFM,0,No,No,17,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,No,Bank transfer (automatic),70.5,1165.6,No
7969-AULMZ,DFM,0,No,No,21,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,97.35,2119.5,Yes
5093-FEGLU,DFM,0,Yes,No,47,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Bank transfer (automatic),19.65,921.55,No
2621-UDNLU,DFM,0,Yes,No,3,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.85,72,No
7526-IVLYU,Common,0,No,No,3,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,19.65,68.35,No
2428-HYUNX,Common,1,Yes,No,44,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Credit card (automatic),19.35,847.25,No
9214-EKVXR,DFM,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,44,44,No
3410-MHHUM,DFM,0,Yes,Yes,44,Yes,Appliance,North America,No,Yes,Yes,No,No,Yes,AMC,No,Electronic check,94.4,4295.35,No
0568-ONFPC,Common,0,Yes,Yes,5,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Bank transfer (automatic),25.9,135,Yes
0733-VUNUW,Common,0,No,No,24,Yes,Appliance,ROAP,Yes,No,No,No,No,No,T&M,Yes,Bank transfer (automatic),55.65,1400.55,Yes
4550-EVXNY,DFM,0,No,Yes,1,Yes,Cabinetry,North America,No,No,No,No,No,No,T&M,Yes,Electronic check,69.65,69.65,Yes
2122-YWVYA,DFM,0,No,No,18,Yes,Cabinetry,North America,Yes,No,No,No,No,No,T&M,Yes,Electronic check,75.4,1380.4,No
2968-SSGAA,DFM,0,No,No,10,Yes,Appliance,North America,No,No,Yes,No,Yes,Yes,T&M,Yes,Electronic check,100.6,1060.2,Yes
2296-DKZFP,DFM,0,Yes,No,65,Yes,Cabinetry,ROAP,Yes,Yes,Yes,No,No,Yes,Fixed Price,No,Bank transfer (automatic),71,4386.2,No
4844-JJWUY,DFM,1,No,No,1,Yes,Cabinetry,North America,No,Yes,No,No,No,Yes,T&M,Yes,Electronic check,86,86,Yes
6777-TGHTM,DFM,0,No,No,53,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,AMC,Yes,Credit card (automatic),106.95,5785.5,Yes
8909-BOLNL,Common,0,No,No,3,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,21.2,52.05,No
6603-YRDCJ,Common,0,Yes,No,33,Yes,Cabinetry,ROAP,Yes,Yes,No,Yes,No,No,Fixed Price,Yes,Mailed check,61.05,2018.4,No
3538-WZPHD,Common,0,No,No,3,No,Countertop,ROAP,No,Yes,No,No,No,No,T&M,Yes,Electronic check,29.6,79.45,Yes
3229-USWAR,DFM,0,No,No,34,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),79.95,2727.3,No
2138-VFAPZ,DFM,0,Yes,Yes,14,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,19.7,263.65,No
6131-JLWZM,DFM,0,No,No,13,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,20.3,275.4,No
4785-QRJHC,Common,1,Yes,No,46,No,Countertop,ROAP,No,Yes,Yes,Yes,Yes,Yes,AMC,Yes,Bank transfer (automatic),59.9,2816.65,Yes
0269-XFESX,Common,0,Yes,Yes,23,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Mailed check,24.35,538.5,No
1709-EJDOX,DFM,0,Yes,Yes,47,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.75,948.9,No
4316-XCSLJ,Common,0,No,Yes,17,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Mailed check,50.3,846.8,No
8610-WFCJF,DFM,0,Yes,Yes,49,Yes,Appliance,North America,No,No,No,No,Yes,Yes,T&M,Yes,Electronic check,95.6,4783.5,Yes
9693-XMUOB,Common,1,Yes,No,59,No,Countertop,ROAP,No,Yes,No,No,Yes,Yes,T&M,Yes,Electronic check,50.25,2997.45,No
0383-CLDDA,DFM,0,No,No,69,Yes,Appliance,ROAP,Yes,No,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),85.35,5897.4,No
4905-JEFDW,Common,0,No,No,11,No,Countertop,ROAP,No,No,Yes,No,Yes,No,AMC,Yes,Electronic check,41.6,470.6,Yes
2709-UQGNP,Common,0,No,No,10,Yes,Cabinetry,ROAP,Yes,No,No,No,No,No,T&M,Yes,Mailed check,51.65,524.5,No
3549-ZTMNH,Common,0,Yes,Yes,12,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Bank transfer (automatic),24,269.65,No
7881-INRLC,Common,0,No,No,45,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,T&M,Yes,Credit card (automatic),100.85,4740,Yes
8033-ATFAS,DFM,0,Yes,Yes,39,Yes,Cabinetry,ROAP,No,No,Yes,No,Yes,No,T&M,Yes,Mailed check,59.85,2341.5,No
1635-NZATJ,Common,1,Yes,No,71,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),25.45,1789.65,No
0562-HKHML,Common,0,Yes,Yes,71,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),23.9,1626.4,No
8277-RVRSV,DFM,0,Yes,Yes,33,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,AMC,No,Credit card (automatic),24.15,800.3,No
9943-VSZUV,Common,1,No,No,67,Yes,Appliance,North America,No,No,No,No,No,No,T&M,Yes,Mailed check,75.7,5060.85,No
0117-LFRMW,Common,0,Yes,Yes,37,No,Countertop,ROAP,Yes,Yes,Yes,No,No,No,T&M,No,Bank transfer (automatic),40.2,1448.8,Yes
6172-FECYY,Common,0,Yes,Yes,49,Yes,Appliance,North America,No,No,No,No,Yes,No,T&M,No,Electronic check,84.5,4254.85,Yes
7054-ENNGU,DFM,0,Yes,No,9,Yes,Cabinetry,ROAP,No,Yes,No,No,No,No,T&M,No,Mailed check,50.85,466.6,No
1455-HFBXA,Common,0,Yes,No,52,Yes,Appliance,North America,Yes,No,Yes,Yes,No,No,Fixed Price,Yes,Credit card (automatic),91.6,4627.8,No
9402-CXWPL,DFM,0,No,No,70,Yes,Appliance,North America,No,Yes,No,No,Yes,Yes,AMC,No,Electronic check,98.9,6838.6,No
1628-BIZYP,Common,0,No,No,1,Yes,Cabinetry,North America,No,Yes,No,No,No,Yes,T&M,Yes,Electronic check,85,85,No
1965-AKTSX,DFM,1,No,No,14,Yes,Appliance,North America,No,Yes,No,No,No,No,T&M,Yes,Electronic check,78.95,1101.85,Yes
0082-LDZUE,Common,0,No,No,1,Yes,Cabinetry,ROAP,No,No,No,No,No,No,T&M,Yes,Mailed check,44.3,44.3,No
4786-UKSNZ,Common,0,No,No,1,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,No,Mailed check,20.2,20.2,Yes
5343-SGUBI,DFM,0,No,No,52,Yes,Appliance,North America,No,Yes,No,No,No,No,AMC,Yes,Mailed check,80.2,4297.6,No
0856-NAOES,Common,0,No,No,6,Yes,Cabinetry,ROAP,No,No,Yes,No,Yes,No,T&M,No,Mailed check,60.9,414.1,No
1976-AZZPJ,Common,0,Yes,No,7,No,Countertop,ROAP,Yes,Yes,No,No,No,No,T&M,No,Mailed check,34.2,256.6,No
7248-VZQLC,DFM,1,No,No,47,Yes,Appliance,North America,No,Yes,Yes,No,No,No,T&M,Yes,Bank transfer (automatic),85.2,3969.35,Yes
6156-UZDLF,DFM,0,No,No,26,Yes,Cabinetry,North America,Yes,No,Yes,Yes,No,No,AMC,Yes,Credit card (automatic),87.15,2274.1,No
3099-OONVS,Common,0,Yes,Yes,25,Yes,Cabinetry,ROAP,Yes,No,No,Yes,No,No,T&M,No,Electronic check,54.3,1296.8,No
9500-WBGRP,Common,0,No,No,69,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,Yes,Mailed check,19.1,1268.85,No
5183-KLYEM,DFM,0,No,No,72,Yes,Appliance,North America,Yes,Yes,Yes,Yes,Yes,Yes,Fixed Price,Yes,Credit card (automatic),112.75,8192.6,No
5144-PQCDZ,Common,0,No,No,4,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,T&M,Yes,Mailed check,19.95,59.25,No
8514-VZHEB,Common,0,Yes,Yes,59,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,19.5,1147.85,No
6625-IUTTT,Common,0,No,No,67,Yes,Cabinetry,ROAP,Yes,No,Yes,No,No,Yes,Fixed Price,No,Bank transfer (automatic),65.55,4361.55,No
9355-NPPFS,DFM,1,No,No,26,Yes,Cabinetry,North America,No,No,No,No,No,Yes,T&M,Yes,Electronic check,78.8,2006.1,No
0068-FIGTF,DFM,0,No,No,27,Yes,Cabinetry,ROAP,No,Yes,Yes,Yes,Yes,Yes,AMC,No,Mailed check,78.2,2078.95,No
5965-GGPRW,Common,0,Yes,Yes,72,Yes,Appliance,North America,Yes,No,Yes,No,Yes,Yes,Fixed Price,No,Bank transfer (automatic),105.25,7609.75,No
8035-PWSEV,DFM,0,No,No,6,Yes,Cabinetry,North America,No,No,Yes,Yes,No,Yes,T&M,Yes,Electronic check,89.25,487.05,No
2236-HILPA,Common,0,Yes,Yes,62,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),20.65,1218.45,No
1840-BIUOG,Common,0,No,No,20,Yes,Appliance,ROAP,No,Yes,No,Yes,Yes,No,AMC,Yes,Electronic check,68.7,1416.2,No
1356-MKYSK,Common,0,No,No,6,Yes,Cabinetry,ROAP,Yes,No,Yes,Yes,Yes,Yes,T&M,No,Credit card (automatic),78.65,483.3,No
6080-LNESI,Common,0,No,No,51,Yes,Appliance,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Mailed check,24.75,1234.6,No
1830-IPXVJ,DFM,0,Yes,Yes,61,Yes,Cabinetry,EMEA,No internet service,No,No internet service,No internet service,No internet service,No,Fixed Price,No,Credit card (automatic),19.75,1311.6,No
5828-DWPIL,Common,1,Yes,No,62,Yes,Appliance,North America,Yes,Yes,Yes,No,No,No,T&M,Yes,Electronic check,89.1,5618.3,No
